;;;;;;;;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;;;;;;;;;;;;;;;;;;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;;;;;;;;;;;;;;;;
;TOTAL;MODEL;PERFORMANCE;;;;;;;;;CNNLSTM;10;FastWalk;30 min;100;100;120;30-10-2020;;;;;CNNLSTM;10;FastWalk;30 min;100;100;60;31-10-2020;;;;;CNNLSTM;10;FastWalk;30 min;100;100;30;31-10-2020;;;;;CNNLSTM;7;JumpingJacks;30 min;100;100;120;31-10-2020;;;CNN;7;JumpingJacks;30 min;100;100;120;31-10-2020;;;CNNLSTM;10;FastWalk;10 min;100;100;120;31-10-2020;;;;;CNNLSTM;10;FastWalk;10 min;100;100;30;31-10-2020;;;;;CNNLSTM;10;FastWalk;20 min;100;100;120;31-10-2020;;;;;CNNLSTM;10;SittingArmsDown;30 min;0.0004;100;120;31-10-2020;;;;;CNNLSTM;10;FastWalk;30 min;100;400;120;31-10-2020;;;;;CNNLSTM;31;BeingApathetic;20 min;200;400;120;31-10-2020;;;;;;;;;;;;;;;;;;;;;;;;;;CNNLSTM;31;BeingApathetic;20 min;200;400;30;31-10-2020;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
451;411.8571429;39.14285714;91.47555755;0.90418145;43.77282319;;;;;;;;;STATS;FOR;FastWalk;;;;;;;;;;STATS;FOR;FastWalk;;;;;;;;;;STATS;FOR;FastWalk;;;;;;;;;;STATS;FOR;JumpingJacks;;;;;;;;STATS;FOR;JumpingJacks;;;;;;;;STATS;FOR;FastWalk;;;;;;;;;;STATS;FOR;FastWalk;;;;;;;;;;STATS;FOR;FastWalk;;;;;;;;;;STATS;FOR;SittingArmsDown;;;;;;;;;;STATS;FOR;FastWalk;;;;;;;;;;STATS;FOR;BeingApathetic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;STATS;FOR;BeingApathetic;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;;;;;;;;;;;;;;;;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;459;424;35;92.37472767;0.925895655;34.01389441;;;;;;;459;454;5;98.91067538;0.98814938;5.439434437;;;;;;;459;449;10;97.82135076;0.977122157;10.50093001;;;;;;;464;454;10;97.84482759;0.97696499;10.68824487;;;;;464;317;147;68.31896552;0.651391068;161.7545445;;;;;459;392;67;85.40305011;0.851693225;68.07280955;;;;;;;459;459;0;100;0.940463784;27.32712299;;;;;;;459;407;52;88.67102397;0.873771673;57.93880214;;;;;;;470;409;61;87.0212766;0.881634558;55.63175796;;;;;;;459;444;15;96.73202614;0.960629078;18.07125342;;;;;;;408;308;100;75.49019608;0.760067228;97.89257099;;;;;;;;;;;;;;;;;;;;;;;;;;;;453;329;124;72.62693157;0.582251281;189.2401698;;;;;;;;;;;;;;;;;;;;;;
Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CNN;7;FastWalk;30 min;100;100;120;31-10-2020;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;AVG;Precision;For;Other;Labels;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;AdjustHair;BrushingHair;Idle;JumpingJacks;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;WalkingBackwards;;;;AdjustHair;BrushingHair;Idle;JumpingJacks;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;WalkingBackwards;;;;AdjustHair;BrushingHair;Idle;JumpingJacks;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;WalkingBackwards;;;;FastWalk;Idle;SittingArmsDown;SittingCrossedArms;SlowWalk;WalkingBackwards;;;;;FastWalk;Idle;SittingArmsDown;SittingCrossedArms;SlowWalk;WalkingBackwards;;;;;AdjustHair;BrushingHair;Idle;JumpingJacks;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;WalkingBackwards;;;;AdjustHair;BrushingHair;Idle;JumpingJacks;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;WalkingBackwards;;;;AdjustHair;BrushingHair;Idle;JumpingJacks;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;WalkingBackwards;;;;AdjustHair;BrushingHair;FastWalk;Idle;JumpingJacks;RunningFingersHead;SittingCrossedArms;SlowWalk;WalkingBackwards;;;;AdjustHair;BrushHair;Idle;JumpingJacks;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;WalkingBackwards;;;;AdjustHair;AdjustingCloth;BeingSad;BrushHair;Clapping;DanceSeqA;DanceSeqB;DanceSeqC;DanceSeqE;DressUndress;Drinking;FastWalk;Idle;JumpingJacks;LieDownGetUpSitting;LieDownGetUpStanding;LotionOnArms;LotionOnFace;LyingIdle;OpenHeartWalking;RollingOnFloor;RunningFingersHead;SitDownGetUp;SittingArmsDown;SittingCrossedArms;SlowWalk;Streatch;StrockingChinOther;TurningSlowly;WalkingBackwards;;;;AdjustHair;AdjustingCloth;BeingSad;BrushHair;Clapping;DanceSeqA;DanceSeqB;DanceSeqC;DanceSeqE;DressUndress;Drinking;FastWalk;Idle;JumpingJacks;LotionOnArms;LotionOnFace;LyingIdle;OpenHeartWalking;RollingOnFloor;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;Streatch;StrockingChinOther;TurningSlowly;WalkingBackwards;
;TOTAL;MODEL;PERFORMANCE;;;;;;;;;0.000331555;0.014073951;0.000298208;0.036408438;6.81E-05;0.000230098;0.000122483;0.007819868;0.014751631;;;;0.004472919;0.006567657;4.26E-05;1.32E-05;0.000129447;5.14E-05;1.18E-05;0.000402948;0.000158653;;;;0.00275957;0.014559396;0.000150643;0.002204474;0.000865805;0.000204832;0.00096582;8.26E-05;0.001084736;;;;7.73E-05;0.005675255;0.000110117;0.000873311;0.011097962;0.005201031;;;;;0.044493495;0.089033736;7.13E-07;0.046062854;0.073809069;0.095209062;;;;;0.004741978;5.67E-05;0.000144213;0.121544809;7.41E-05;1.48E-05;0.020208169;0.001320287;0.000201698;;;;0.056365968;0.003157285;2.00E-08;1.27E-07;9.14E-06;2.61E-07;2.86E-06;5.14E-07;7.57E-08;;;;0.026129333;0.000348836;0.011858206;0.047912486;0.006718853;0.001076649;0.000279418;0.028370557;0.003534009;;;;0.066054769;3.62E-05;1.05E-07;1.01E-06;0.000373819;0.051883093;1.44E-05;3.74E-08;2.00E-06;;;;7.62E-05;0.035530772;4.75E-06;9.61E-08;4.11E-05;3.95E-08;0.001357381;0.001745293;0.000615275;;;;0.000197155;0.000276999;0.000146887;0.000420975;1.13E-07;0.000169109;7.75E-05;3.32E-08;2.85E-07;7.44E-08;8.12E-06;2.85E-06;0.000101908;4.24E-07;4.50E-06;4.25E-07;8.10E-09;9.34E-05;6.71E-10;1.34E-08;2.98E-08;0.083796182;0.147121905;0.00737172;2.69E-06;1.36E-05;1.52E-07;0.000114555;2.47E-07;1.10E-05;;;;0.035185723;2.08E-08;0.380425809;2.52E-07;4.43E-07;0.001056813;2.73E-07;1.21E-09;9.67E-08;9.07E-10;2.47E-05;7.81E-07;1.46E-07;2.75E-11;6.05E-06;2.77E-06;0.000391627;3.29E-08;2.68E-05;4.84E-05;9.10E-07;4.63E-07;3.22E-08;1.71E-06;6.30E-06;0.000567315;1.27E-06;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
451;371.7142857;79.28571429;82.73015901;0.802089066;90.60237842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;;;;;;;;;;;;;;;;;;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;CNNLSTM;10;Idle;30 min;100;100;120;30-10-2020;;;;;CNNLSTM;10;Idle;30 min;100;100;60;31-10-2020;;;;;CNNLSTM;10;Idle;30 min;100;100;30;31-10-2020;;;;;CNNLSTM;7;SittingArmsDown;30 min;100;100;120;31-10-2020;;;CNN;7;SittingArmsDown;30 min;100;100;120;31-10-2020;;;CNNLSTM;10;Idle;10 min;100;100;120;31-10-2020;;;;;CNNLSTM;10;Idle;10 min;100;100;30;31-10-2020;;;;;CNNLSTM;10;Idle;10 min;100;100;120;31-10-2020;;;;;CNNLSTM;10;SittingCrossedArms;30 min;0.0004;100;120;31-10-2020;;;;;CNNLSTM;10;Idle;30 min;100;400;120;31-10-2020;;;;;CNNLSTM;31;BeingSad;20 min;200;400;120;31-10-2020;;;;;;;;;;;;;;;;;;;;;;;;;;CNNLSTM;31;BeingSad;20 min;200;400;30;31-10-2020;;;;;;;;;;;;;;;;;;;;
Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CNNLSTM;10;AdjustHair;10 min;100;100;120;31-10-2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;STATS;FOR;Idle;;;;;;;;;;STATS;FOR;Idle;;;;;;;;;;STATS;FOR;Idle;;;;;;;;;;STATS;FOR;SittingArmsDown;;;;;;;;STATS;FOR;SittingArmsDown;;;;;;;;STATS;FOR;Idle;;;;;;;;;;STATS;FOR;Idle;;;;;;;;;;STATS;FOR;Idle;;;;;;;;;;STATS;FOR;SittingCrossedArms;;;;;;;;;;STATS;FOR;Idle;;;;;;;;;;STATS;FOR;BeingSad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;STATS;FOR;BeingSad;;;;;;;;;;;;;;;;;;;;;;;
;TOTAL;MODEL;PERFORMANCE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;;;;;;;;;;;;;;;;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;;;;;;;;;;;;;;;;
#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;460;359;101;78.04347826;0.779697617;101.3390963;;;;;;;460;365;95;79.34782609;0.796856402;93.44605527;;;;;;;460;417;43;90.65217391;0.902347579;44.92011371;;;;;;;471;434;37;92.14437367;0.913886972;40.5592362;;;;;471;401;70;85.13800425;0.853999711;68.76613592;;;;;460;86;374;18.69565217;0.189618967;372.7752751;;;;;;;460;0;460;0;1.16E-06;459.9994646;;;;;;;460;329;131;71.52173913;0.700071707;137.9670147;;;;;;;461;438;23;95.01084599;0.944514776;25.57868845;;;;;;;460;358;102;77.82608696;0.770603944;105.5221857;;;;;;;445;12;433;2.696629213;0.060942243;417.8807019;;;;;;;;;;;;;;;;;;;;;;;;;;;;490;35;455;7.142857143;0.10821343;436.9754194;;;;;;;;;;;;;;;;;;;;;;
456;286.5;169.5;63.59606285;0.63137973;171.4821908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;AVG;Precision;For;Other;Labels;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;AdjustHair;BrushingHair;FastWalk;JumpingJacks;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;WalkingBackwards;;;;AdjustHair;BrushingHair;FastWalk;JumpingJacks;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;WalkingBackwards;;;;AdjustHair;BrushingHair;FastWalk;JumpingJacks;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;WalkingBackwards;;;;FastWalk;Idle;JumpingJacks;SittingCrossedArms;SlowWalk;WalkingBackwards;;;;;FastWalk;Idle;JumpingJacks;SittingCrossedArms;SlowWalk;WalkingBackwards;;;;;AdjustHair;BrushingHair;FastWalk;JumpingJacks;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;WalkingBackwards;;;;AdjustHair;BrushingHair;FastWalk;JumpingJacks;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;WalkingBackwards;;;;AdjustHair;BrushingHair;FastWalk;JumpingJacks;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;WalkingBackwards;;;;AdjustHair;BrushingHair;FastWalk;Idle;JumpingJacks;RunningFingersHead;SittingArmsDown;SlowWalk;WalkingBackwards;;;;AdjustHair;BrushHair;FastWalk;JumpingJacks;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;WalkingBackwards;;;;AdjustHair;AdjustingCloth;BeingApathetic;BrushHair;Clapping;DanceSeqA;DanceSeqB;DanceSeqC;DanceSeqE;DressUndress;Drinking;FastWalk;Idle;JumpingJacks;LieDownGetUpSitting;LieDownGetUpStanding;LotionOnArms;LotionOnFace;LyingIdle;OpenHeartWalking;RollingOnFloor;RunningFingersHead;SitDownGetUp;SittingArmsDown;SittingCrossedArms;SlowWalk;Streatch;StrockingChinOther;TurningSlowly;WalkingBackwards;;;;AdjustHair;AdjustingCloth;BeingApathetic;BrushHair;Clapping;DanceSeqA;DanceSeqB;DanceSeqC;DanceSeqE;DressUndress;Drinking;FastWalk;Idle;JumpingJacks;LotionOnArms;LotionOnFace;LyingIdle;OpenHeartWalking;RollingOnFloor;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;Streatch;StrockingChinOther;TurningSlowly;WalkingBackwards;
;;;;;;;;;;;;4.91E-06;1.02E-06;0.043501032;8.54E-05;6.89E-05;5.80E-06;2.85E-05;0.176088316;0.000518459;;;;0.000312233;2.14E-05;0.046096414;0.000363455;6.09E-05;0.000235752;6.05E-05;0.152687554;0.003305426;;;;9.39E-07;7.31E-07;0.027815084;0.000285503;1.23E-05;1.44E-05;2.98E-06;0.054572248;0.014948259;;;;5.11E-11;1.79E-06;0.086076643;3.44E-05;5.36E-10;1.79E-07;;;;;0.035267253;1.01E-08;0.000152326;0.110447626;0.000111151;2.19E-05;;;;;9.89E-05;3.33E-06;0.062995946;0.000105704;5.14E-06;8.92E-05;4.44E-05;0.551642619;0.195395698;;;;0.028849863;0.028335055;0.724563802;0.209130903;0.008546602;3.29E-05;0.00045379;4.05E-05;4.54E-05;;;;4.99E-05;2.66E-06;0.088617119;0.000553707;2.14E-05;7.14E-06;6.21E-05;0.208197593;0.002416687;;;;0.000491843;0.006085409;1.15E-05;3.90E-05;6.61E-06;0.001651556;0.047198407;7.71E-07;8.70E-08;;;;4.93E-06;1.41E-05;0.045732236;0.00047724;2.65E-07;3.45E-06;8.08E-06;0.182198229;0.000957501;;;;0.000688249;1.08E-09;7.83E-07;2.32E-05;4.35E-07;0.130071829;1.35E-07;1.28E-08;0.000278344;1.70E-09;0.00026797;7.42E-05;3.66E-10;2.79E-07;0.000296964;2.65E-06;6.54E-10;1.36E-05;2.81E-05;4.64E-07;6.40E-07;1.15E-05;1.19E-05;3.60E-07;1.54E-07;1.45E-09;5.10E-05;0.807234912;1.92E-10;3.17E-08;;;;0.007394214;5.92E-05;0.000222156;0.005981024;1.78E-05;0.148343943;1.01E-06;1.03E-05;5.32E-06;4.67E-06;0.137880717;2.10E-05;2.79E-07;5.69E-06;5.49E-06;0.006824766;2.57E-06;7.51E-05;1.28E-05;0.108137505;0.000593172;3.18E-05;5.25E-07;5.93E-05;0.476084118;1.09E-05;1.22E-06;
Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CNNLSTM;10;AdjustHair;30 min;100;100;60 (30 zeropad);31-10-2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TOTAL;MODEL;PERFORMANCE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;;;;;;;;;;;;;;;;;;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;;;;;;;;;;;;;;;;
